,prices,car_names,cv,fuel,trasmission,date,location,type_seller,km,calender,etat
3666,Prix : 19 800 DT,Renault Clio,,Diesel,Manuelle,3 Nov. 2016,Sousse Ville,particulier,155000 Km,2011,Très bon
3667,Prix : 12 800 DT,Volkswagen Vento,4 CV,Essence,Manuelle,3 Nov. 2016,Mannouba,particulier,195000 Km,1995,Bon
3668,Prix : 24 000 DT,Citroen C3,,Essence,Manuelle,3 Nov. 2016,Ariana Ville,particulier,97000 Km,2013,Très bon
3669,Prix : 24 500 DT,Renault Megane,,Diesel,Manuelle,3 Nov. 2016,Sousse Ville,particulier,135000 Km,2012,Très bon
3670,Prix : 19 500 DT,Ford Fiesta,5 CV,Essence,Manuelle,3 Nov. 2016,Fouchana,particulier,55 Km,2011,Très bon
3671,Prix : 22 500 DT,Citroen C-Elysée,5 CV,Essence,Manuelle,3 Nov. 2016,Sfax Ville,particulier,37000 Km,2015,Très bon
3672,Prix : 14 500 DT,Golf4,8 CV,Essence,Manuelle,3 Nov. 2016,Tunis,particulier,276000 Km,1998,Très bon
3673,Prix : 21 500 DT,Dacia Sandero,5 CV,Essence,Manuelle,2 Nov. 2016,Ezzahra,particulier,107 Km,2014,Très bon
3674,Prix : 12 500 DT,Peugeot 206,4 CV,Essence,Manuelle,2 Nov. 2016,Hammamet,particulier,325000 Km,2000,Très bon
3675,Prix : 10 700 DT,Citroën Berlingo,6 CV,Diesel,Manuelle,2 Nov. 2016,El Ouerdia,particulier,230000 Km,2010,Bon
3676,Prix : 37 500 DT,BMW 320i,9 CV,Essence,Manuelle,2 Nov. 2016,Ezzahra,particulier,158 Km,2006,Très bon
3677,Prix : 23 000 DT,Kia Ceed,5 CV,Essence,Manuelle,2 Nov. 2016,Ariana Ville,particulier,125000 Km,2011,Très bon
3678,Prix : 11 800 DT,Renault Clio,4 CV,Essence,Manuelle,2 Nov. 2016,Ezzouhour (Tunis),particulier,230000 Km,2001,Bon
3679,Prix : 29 000 DT,Peugeot 208,,Essence,Manuelle,2 Nov. 2016,Ariana Ville,particulier,37000 Km,2014,Très bon
3680,Prix : 14 200 DT,Renault clio,5 CV,Essence,Manuelle,2 Nov. 2016,Gabes Sud,particulier,175000 Km,2009,Très bon
3681,Prix : 22 500 DT,Polo 7,4 CV,Essence,Manuelle,2 Nov. 2016,Ezzahra,particulier,199 Km,2009,Très bon
3682,Prix : 18 500 DT,SEAT IBIZA,5 CV,Essence,Manuelle,2 Nov. 2016,Mnihla,particulier,67000 Km,2013,Très bon
3683,Prix : 20 300 DT,Fiat Grande Punto,4 CV,Essence,Manuelle,2 Nov. 2016,Mnihla,particulier,47000 Km,2014,Très bon
3684,Prix : 27 000 DT,Hyundai Accent,,Essence,Manuelle,2 Nov. 2016,Ain Zaghouan,particulier,145000 Km,2012,Très bon
3685,Prix : 37 000 DT,BMW 316 i,,Essence,Manuelle,2 Nov. 2016,Ariana Ville,particulier,195000 Km,2008,Très bon
3686,Prix : 22 800 DT,Volkswagen Passat,,Essence,Manuelle,2 Nov. 2016,Monastir,particulier,175000 Km,2006,Très bon
3687,Prix : 27 500 DT,Symbol elegance,5 CV,Essence,Manuelle,2 Nov. 2016,Ben Guerdane,particulier,18700 Km,2015,Très bon
3688,Prix : 21 800 DT,Peugeot 301,5 CV,Essence,Manuelle,2 Nov. 2016,Sousse Jaouhara,particulier,72000 Km,2013,Très bon
3689,Prix : 19 000 DT,KIA RIO,5 CV,Essence,Manuelle,2 Nov. 2016,Enfidha,particulier,175000 Km,2010,Très bon
3690,Prix : 14 200 DT,Peugeot 206,4 CV,Essence,Manuelle,2 Nov. 2016,El Kabbaria,particulier,175000 Km,2005,Bon
3691,Prix : 39 500 DT,Citroen Ds4,,Diesel,Manuelle,2 Nov. 2016,Nabeul,particulier,87000 Km,2013,Très bon
3692,Prix : 16 000 DT,Fiat Punto evo,5 CV,Essence,Manuelle,2 Nov. 2016,Gabes Medina,particulier,175000 Km,2012,Très bon
3693,Prix : 16 500 DT,Renault Mégane,6 CV,Diesel,Manuelle,2 Nov. 2016,El Mourouj,particulier,155000 Km,2009,Très bon
3694,Prix : 48 000 DT,Golf 7,5 CV,Essence,Manuelle,2 Nov. 2016,El Ouerdia,particulier,27000 Km,2013,Très bon
3695,Prix : 16 800 DT,Megane 3,,Diesel,Manuelle,2 Nov. 2016,Msaken,particulier,185000 Km,2009,Très bon
3696,Prix : 20 500 DT,Golf 5,5 CV,Essence,Manuelle,2 Nov. 2016,Sfax Ville,particulier,175000 Km,2004,Très bon
3697,Prix : 28 500 DT,Chevrolet cruze,7 CV,Essence,Manuelle,2 Nov. 2016,Ezzahra,particulier,73 Km,2013,Très bon
3698,Prix : 16 000 DT,Megane 3,5 CV,Diesel,Manuelle,2 Nov. 2016,El Omrane Superieur,particulier,200000 Km,10-2009,Bon
3699,Prix : 23 000 DT,Polo 7 1ère main 60 000 km,4 CV,Essence,Manuelle,2 Nov. 2016,Ariana Ville,particulier,59800 Km,11-2010,Excellent
3700,Prix : 34 000 DT,Mercedes clk,10 CV,Essence,Automatique,2 Nov. 2016,La Soukra,particulier,214000 Km,10-2003,Excellent
3701,Prix : 18 800 DT,Une belle clio importé,5 CV,Essence,Manuelle,2 Nov. 2016,Ettahrir,particulier,122000 Km,2008,Très bon
3702,Prix : 43 000 DT,Audi A4,7 CV,Essence,Automatique,2 Nov. 2016,Sfax Ville,particulier,170000 Km,2010,D'origine
3703,Prix : 11 300 DT,Volkswagen Polo 6,,Essence,Manuelle,2 Nov. 2016,Kairouan Nord,particulier,270000 Km,2008,Bon
3704,Prix : 22 000 DT,Polo 7,5 CV,Essence,Manuelle,2 Nov. 2016,Ben Arous,particulier,82000 Km,2013,Très bon
3705,Prix : 65 000 DT,Amarok High Line Plus,8 CV,Diesel,Manuelle,2 Nov. 2016,Megrine,particulier,118000 Km,11-2011,D'origine
3706,Prix : 15 200 DT,Aveo neuf,6 CV,Essence,Manuelle,2 Nov. 2016,Mnihla,particulier,135000 Km,07-2008,D'origine
3707,Prix : 10 000 DT,Isuzu D-max,10 CV,Diesel,Manuelle,2 Nov. 2016,Dar Chaabane Elfehri,particulier,14 Km,03-2012,Très bon
3708,Prix : 21 000 DT,HYUNDAI GRAND I 10,,Essence,Manuelle,2 Nov. 2016,Tunis,particulier,87000 Km,2014,Très bon
3709,Prix : 18 000 DT,BELLE CADDY,7 CV,Diesel,Manuelle,2 Nov. 2016,Bou Mhel El Bassatine,particulier,220000 Km,08-2009,Excellent
3710,Prix : 11 000 DT,Renault Clio,4 CV,Essence,Manuelle,1 Nov. 2016,Tunis,particulier,230000 Km,2000,Très bon
3711,Prix : 27 000 DT,Kia rio,5 CV,Essence,Manuelle,1 Nov. 2016,Sousse Ville,particulier,97000 Km,2013,Très bon
3712,Prix : 24 900 DT,Citroën C5,6 CV,Diesel,Manuelle,1 Nov. 2016,Sousse Ville,particulier,145000 Km,2010,Très bon
3713,Prix : 21 000 DT,Ford Fiesta,5 CV,Essence,Manuelle,1 Nov. 2016,Ezzahra,particulier,112 Km,2011,Très bon
3714,Prix : 28 500 DT,Mercedes E200,10 CV,Essence,Manuelle,1 Nov. 2016,Ezzahra,particulier,204 Km,2003,Très bon
3715,Prix : 12 500 DT,Polo 5,4 CV,Essence,Manuelle,1 Nov. 2016,Sfax Ville,particulier,230000 Km,2004,Bon
3716,Prix : 28 500 DT,Renault Clio,5 CV,Essence,Manuelle,1 Nov. 2016,Le Bardo,particulier,21 Km,2013,Très bon
3717,Prix : 21 000 DT,Fiat Grande Punto,4 CV,Essence,Manuelle,1 Nov. 2016,Zaghouan,particulier,68 Km,2013,Très bon
3718,Prix : 14 000 DT,Volkswagen Passat,7 CV,Diesel,Manuelle,1 Nov. 2016,Rades,particulier,325000 Km,1999,Bon
3719,Prix : 21 500 DT,Peugeot 207,,Diesel,Manuelle,1 Nov. 2016,La Marsa,particulier,85000 Km,2010,Très bon
3720,Prix : 23 000 DT,Opel Astra,,Diesel,Manuelle,1 Nov. 2016,Carthage,particulier,350000 Km,2006,Bon
3721,Prix : 13 600 DT,Fiat Siena,,Essence,Manuelle,1 Nov. 2016,Hammam Chatt,particulier,115000 Km,2006,Très bon
3722,Prix : 32 000 DT,Mazda 3,,Essence,Manuelle,1 Nov. 2016,Sfax Ville,particulier,21000 Km,2012,
3723,Prix : 24 300 DT,Fiat Punto,5 CV,Essence,Manuelle,1 Nov. 2016,Ksar Helal,particulier,72000 Km,2013,Très bon
3724,Prix : 19 000 DT,RENAULT SYMBOL,5 CV,Essence,Manuelle,1 Nov. 2016,Gabes Medina,particulier,135000 Km,2014,Très bon
3725,Prix : 9 700 DT,Peugeot partner,7 CV,Diesel,Manuelle,1 Nov. 2016,Le Bardo,particulier,270000 Km,2001,Bon
3726,Prix : 14 200 DT,Fiat punto,5 CV,Essence,Manuelle,1 Nov. 2016,Ksour Essaf,particulier,125000 Km,2010,Très bon
3727,Prix : 7 600 DT,Clio classique,,Diesel,Manuelle,1 Nov. 2016,Sousse Ville,particulier,230000 Km,2006,Très bon
3728,Prix : 32 500 DT,Kia Rio,,Diesel,Manuelle,1 Nov. 2016,Nabeul,particulier,7000 Km,2013,Très bon
3729,Prix : 12 800 DT,Peugeot 206,5 CV,Essence,Manuelle,1 Nov. 2016,Menzel Bouzelfa,particulier,195000 Km,2003,Bon
3730,Prix : 14 000 DT,Volkwagen polo 6,,Essence,Manuelle,1 Nov. 2016,Beja Sud,particulier,111 Km,2006,Très bon
3731,Prix : 28 000 DT,MINI ONE,5 CV,Essence,Manuelle,1 Nov. 2016,La Soukra,particulier,107 Km,2010,Très bon
3732,Prix : 32 500 DT,Peugeot 508,6 CV,Diesel,Manuelle,1 Nov. 2016,Bizerte Nord,particulier,105000 Km,2011,Très bon
3733,Prix : 17 000 DT,Golf 4,7 CV,Essence,Manuelle,1 Nov. 2016,Ezzahra,particulier,291 Km,2002,Très bon
3734,Prix : 25 500 DT,Jetta tdi 1.9 av ou ech,6 CV,Diesel,Manuelle,1 Nov. 2016,Monastir,particulier,199500 Km,04-2008,Excellent
3735,Prix : 24 900 DT,Kia PICANTO,,Essence,Manuelle,31 Oct. 2016,Sfax Ville,particulier,27000 Km,2013,Très bon
3736,Prix : 24 000 DT,Polo 7,5 CV,Essence,Manuelle,31 Oct. 2016,Ariana Ville,particulier,42000 Km,2014,Très bon
3737,Prix : 21 500 DT,Ford fiesta,,Essence,Manuelle,31 Oct. 2016,La Marsa,particulier,90000 Km,2011,Très bon
3738,Prix : 10 900 DT,Renault Clio,4 CV,Essence,Manuelle,31 Oct. 2016,Ariana Ville,particulier,195000 Km,2000,Bon
3739,Prix : 35 000 DT,Volkswagen jetta,8 CV,Essence,Manuelle,31 Oct. 2016,La Soukra,particulier,125 Km,2013,Très bon
3740,Prix : 44 500 DT,Volkswagen Tiguan,9 CV,Essence,Manuelle,31 Oct. 2016,Ezzahra,particulier,81 Km,2010,Très bon
3741,Prix : 17 300 DT,Clio campus,6 CV,Diesel,Manuelle,31 Oct. 2016,Sousse Jaouhara,particulier,135000 Km,2010,Très bon
3742,Prix : 24 300 DT,Peugeot 407,6 CV,Diesel,Manuelle,31 Oct. 2016,Sousse Riadh,particulier,135000 Km,2010,Très bon
3743,Prix : 8 500 DT,Citroen saxo,4 CV,Essence,Manuelle,31 Oct. 2016,Menzel Bourguiba,particulier,230000 Km,1999,Bon
3744,Prix : 15 800 DT,Ford fiesta,,Essence,Manuelle,31 Oct. 2016,Ben Arous,particulier,135000 Km,2007,Très bon
3745,Prix : 17 500 DT,Renault Symbol,5 CV,Essence,Manuelle,31 Oct. 2016,Mannouba,particulier,135000 Km,2010,Très bon
3746,Prix : 12 500 DT,Citroen berlingo,,Diesel,Manuelle,31 Oct. 2016,Makthar,particulier,230000 Km,2003,Bon
3747,Prix : 31 000 DT,Citroën DS3,5 CV,Essence,Manuelle,31 Oct. 2016,Ezzahra,particulier,125 Km,2011,Très bon
3748,Prix : 17 300 DT,Volkswagen Passat,,Diesel,,31 Oct. 2016,Sakiet Eddaier,particulier,230000 Km,2001,Bon
3749,Prix : 20 000 DT,PEUGEOT 308,,Essence,Manuelle,31 Oct. 2016,Gabes Medina,particulier,105000 Km,2010,Très bon
3750,Prix : 25 500 DT,Golf 5,5 CV,Essence,Manuelle,31 Oct. 2016,Mannouba,particulier,125000 Km,2008,Très bon
3751,Prix : 20 000 DT,HYUNDAI GRAND I 10,,,,31 Oct. 2016,Gabes Medina,particulier,97000 Km,2014,Très bon
3752,Prix : 29 000 DT,Mini cooper,,Essence,Manuelle,31 Oct. 2016,La Marsa,particulier,97000 Km,2011,Très bon
3753,Prix : 21 500 DT,Citroën C3,5 CV,Essence,Manuelle,31 Oct. 2016,Ain Zaghouan,particulier,125000 Km,2012,Très bon
3754,Prix : 22 000 DT,Peugeot 207,,Essence,Manuelle,31 Oct. 2016,Sfax Ville,particulier,55 Km,2011,Très bon
3755,Prix : 16 900 DT,Renault megane,,Diesel,Manuelle,31 Oct. 2016,Ksar Helal,particulier,175000 Km,2007,Très bon
3756,Prix : 24 300 DT,Fiat Punto,5 CV,Essence,Manuelle,31 Oct. 2016,Ksar Helal,particulier,72000 Km,2013,Très bon
3757,Prix : 24 000 DT,Peugeot 407,,Diesel,Manuelle,31 Oct. 2016,Sfax Sud,particulier,195000 Km,2006,Très bon
3758,Prix : 19 200 DT,SEAT IBIZA,5 CV,Essence,Manuelle,31 Oct. 2016,Ras Jebel,particulier,82000 Km,2012,Très bon
3759,Prix : 14 900 DT,Fiat Punto grandi,4 CV,Essence,Manuelle,31 Oct. 2016,Sousse Jaouhara,particulier,155000 Km,2009,Très bon
3760,Prix : 29 000 DT,Citroën C4,,Diesel,Manuelle,31 Oct. 2016,Ras Jebel,particulier,165000 Km,2012,Très bon
3761,Prix : 15 600 DT,Fiat punto,5 CV,Essence,Manuelle,31 Oct. 2016,Sidi Bouzid Ouest,particulier,92000 Km,2012,Très bon
3762,Prix : 8 900 DT,Peugeot 106,4 CV,Essence,Manuelle,31 Oct. 2016,Ezzouhour (Tunis),particulier,145000 Km,1997,Bon
3763,Prix : 34 200 DT,Citroen C5,6 CV,Diesel,Manuelle,31 Oct. 2016,Bizerte Nord,particulier,130000 Km,2013,Très bon
3764,Prix : 23 800 DT,Grande Punto,4 CV,Essence,Manuelle,31 Oct. 2016,Bizerte Nord,particulier,80000 Km,2012,Très bon
3765,Prix : 12 000 DT,Renault Clio,,Essence,Manuelle,31 Oct. 2016,Monastir,particulier,195000 Km,2002,Bon
3766,Prix : 20 500 DT,Peugeot 308,,Essence,Manuelle,31 Oct. 2016,Ariana Ville,particulier,115000 Km,2010,Très bon
3767,Prix : 12 600 DT,Clio importer de la France,4 CV,Essence,Manuelle,31 Oct. 2016,Les Berges Du Lac,particulier,250000 Km,09-2003,Bon
3768,Prix : 19 500 DT,Clio 3 eco2 (2 portes),6 CV,Diesel,Manuelle,31 Oct. 2016,Sousse Riadh,particulier,130000 Km,01-2011,Excellent
3769,Prix : 35 000 DT,Kia rio,5 CV,Essence,Manuelle,30 Oct. 2016,Ariana Ville,particulier,22 Km,2015,Très bon
3770,Prix : 12 500 DT,Renault clio,,Essence,Manuelle,30 Oct. 2016,Siliana Nord,particulier,165000 Km,2003,Très bon
3771,Prix : 14 500 DT,Megane.Classique,,Essence,Manuelle,30 Oct. 2016,Ariana Ville,particulier,177 Km,2005,Très bon
3772,Prix : 14 500 DT,Megane.Classique,,Essence,Manuelle,30 Oct. 2016,Ariana Ville,particulier,177 Km,2005,Très bon
3773,Prix : 15 000 DT,Peugeot 206,4 CV,Essence,Manuelle,30 Oct. 2016,Ettadhamen,particulier,106 Km,2005,Très bon
3774,Prix : 41 000 DT,Golf7,,Diesel,Manuelle,30 Oct. 2016,Le Bardo,particulier,125000 Km,2013,Très bon
3775,Prix : 28 500 DT,Golf 6,,Diesel,Manuelle,29 Oct. 2016,El Menzah,particulier,195000 Km,2010,Très bon
3776,Prix : 11 500 DT,Peugeot 206,,Essence,Manuelle,29 Oct. 2016,Mohamadia,particulier,177 Km,2009,Très bon
3777,Prix : 31 800 DT,Golf 6,5 CV,Diesel,Manuelle,29 Oct. 2016,Hammamet,particulier,134000 Km,2011,Très bon
3778,Prix : 10 500 DT,Polo 4,4 CV,Essence,Manuelle,29 Oct. 2016,Bekalta,particulier,195000 Km,2000,Bon
3779,Prix : 29 000 DT,Renault Mégane,,Diesel,Manuelle,29 Oct. 2016,Hammamet,particulier,92000 Km,2013,Très bon
3780,Prix : 14 800 DT,Renault Kangoo,5 CV,Essence,Manuelle,29 Oct. 2016,Ghardimaou,particulier,125000 Km,2006,Très bon
3781,Prix : 19 500 DT,Ford Focus,5 CV,Essence,Manuelle,29 Oct. 2016,Ariana Ville,particulier,145000 Km,2011,Très bon
3782,Prix : 22 800 DT,Renault Clio 3,,Essence,Manuelle,29 Oct. 2016,Sousse Jaouhara,particulier,77000 Km,2013,Très bon
3783,Prix : 17 000 DT,VENTE ISUZU,9 CV,Diesel,Manuelle,28 Oct. 2016,Haffouz,particulier,650000 Km,1992,Très bon
3784,Prix : 29 000 DT,Golf 6,6 CV,Diesel,Manuelle,28 Oct. 2016,Sousse Ville,particulier,138 Km,2012,Très bon
3785,Prix : 15 500 DT,Renault Clio,5 CV,Essence,Manuelle,28 Oct. 2016,El Ksar,particulier,175000 Km,2007,Très bon
3786,Prix : 21 500 DT,Citroën C3,5 CV,Essence,Manuelle,28 Oct. 2016,Ain Zaghouan,particulier,115000 Km,2012,Très bon
3787,Prix : 13 800 DT,Peugeot 206,4 CV,Essence,Manuelle,28 Oct. 2016,Bizerte Nord,particulier,230000 Km,2005,Très bon
3788,Prix : 14 500 DT,Dacia sandero,,Diesel,Manuelle,28 Oct. 2016,El Mourouj,particulier,82000 Km,2013,Très bon
3789,Prix : 15 900 DT,Fiat Panda,,Essence,Manuelle,28 Oct. 2016,La Soukra,particulier,67000 Km,2009,Très bon
3790,Prix : 32 000 DT,Mazda 3,,Essence,Manuelle,28 Oct. 2016,Sfax Ville,particulier,21000 Km,2012,Très bon
3791,Prix : 20 000 DT,PEUGEOT 308,,Essence,Manuelle,28 Oct. 2016,Houmet Essouk,particulier,105000 Km,2010,Très bon
3792,Prix : 20 000 DT,Fiat Grande Punto,4 CV,Essence,Manuelle,27 Oct. 2016,Ariana Ville,particulier,72000 Km,2014,Très bon
3793,Prix : 13 200 DT,Renault Clio,5 CV,Essence,Manuelle,27 Oct. 2016,Beja Nord,particulier,230000 Km,2007,Bon
3794,Prix : 18 000 DT,RENAULT SYMBOL,5 CV,Essence,Manuelle,27 Oct. 2016,Gabes Medina,particulier,125000 Km,2013,Très bon
3795,Prix : 32 500 DT,Peugeot 508,6 CV,Diesel,Manuelle,27 Oct. 2016,Bizerte Nord,particulier,105000 Km,2011,Très bon
3796,Prix : 17 500 DT,Peugeot Partner,7 CV,Diesel,Manuelle,27 Oct. 2016,Ariana Ville,particulier,92000 Km,2012,Très bon
3797,Prix : 35 800 DT,Jaguar x-taype,,Diesel,Manuelle,27 Oct. 2016,Megrine,particulier,125000 Km,2010,Très bon
3798,Prix : 27 500 DT,Ford Fiesta,,Essence,Manuelle,27 Oct. 2016,Sfax Ville,particulier,52000 Km,2014,Très bon
3799,Prix : 11 500 DT,Renault Clio,5 CV,Essence,Manuelle,27 Oct. 2016,Bizerte Nord,particulier,106 Km,2004,Très bon
3800,Prix : 38 000 DT,KIA Cerato,7 CV,Essence,Manuelle,27 Oct. 2016,El Fahs,particulier,52000 Km,2012,Très bon
3801,Prix : 17 000 DT,Peugeot Partner,5 CV,Diesel,Manuelle,27 Oct. 2016,Bizerte Nord,particulier,150 Km,2011,Très bon
3802,Prix : 30 000 DT,Mini one,,Essence,Manuelle,27 Oct. 2016,Sfax Ville,particulier,82000 Km,2010,Très bon
3803,Prix : 19 500 DT,Polo 7,5 CV,Essence,Manuelle,27 Oct. 2016,Sousse Ville,particulier,115000 Km,2012,Très bon
3804,Prix : 12 500 DT,Volkswagen Polo 5,,Essence,Manuelle,27 Oct. 2016,Bizerte Nord,particulier,165000 Km,2014,Très bon
3805,Prix : 31 500 DT,Peugeot Partner,5 CV,Diesel,Manuelle,27 Oct. 2016,Ezzahra,particulier,176 Km,2011,Très bon
3806,Prix : 32 000 DT,Mahindra,8 CV,Diesel,Manuelle,27 Oct. 2016,Ezzahra,particulier,71 Km,2014,Très bon
3807,Prix : 11 300 DT,FIAT PUNTO,4 CV,Essence,Manuelle,27 Oct. 2016,Kairouan Nord,particulier,270000 Km,1999,Bon
3808,Prix : 14 000 DT,Polo 6,5 CV,Essence,Manuelle,27 Oct. 2016,Ksar Helal,particulier,195000 Km,2007,Très bon
3809,Prix : 14 600 DT,206 sedan,6 CV,Essence,Manuelle,27 Oct. 2016,Ariana Ville,particulier,92000 Km,2008,Bon
3810,Prix : 14 500 DT,Ford fiesta,,Essence,Manuelle,27 Oct. 2016,Le Bardo,particulier,133 Km,2008,Bon
3811,Prix : 26 000 DT,Opel Astra,,Diesel,Manuelle,27 Oct. 2016,Ettahrir,particulier,125000 Km,2010,Très bon
3812,Prix : 22 500 DT,Peugeot 407,,Diesel,Manuelle,27 Oct. 2016,Sfax Sud,particulier,195000 Km,2006,Très bon
3813,Prix : 19 000 DT,Renault Symbol,5 CV,Essence,Manuelle,27 Oct. 2016,Sfax Ville,particulier,165000 Km,2013,Très bon
3814,Prix : 18 500 DT,Renault megane,,Diesel,Manuelle,27 Oct. 2016,Ettahrir,particulier,175000 Km,2007,Très bon
3815,Prix : 21 000 DT,FORD FIESTA TITANIUM EXCELLENT ETAT,5 CV,,Manuelle,27 Oct. 2016,El Menzah,particulier,106000 Km,10-2010,D'origine
3816,Prix : 10 000 DT,Isuzu D-max,10 CV,Diesel,Manuelle,27 Oct. 2016,Dar Chaabane Elfehri,particulier,0 Km,08-2016,Neuf
3817,Prix : 18 000 DT,Renault Symbol,5 CV,Essence,Manuelle,27 Oct. 2016,El Hrairia,particulier,92000 Km,2013,Très bon
3818,Prix : 20 900 DT,Volkswagen Polo 7,4 CV,Essence,Manuelle,27 Oct. 2016,Hammamet,particulier,83000 Km,2011,Très bon
3819,Prix : 18 000 DT,Opel Astra,,Diesel,Manuelle,27 Oct. 2016,Jendouba,particulier,205000 Km,2006,Très bon
3820,Prix : 14 500 DT,Volkswagen Passat,,Diesel,Manuelle,27 Oct. 2016,Rades,particulier,325000 Km,1999,Bon
3821,Prix : 21 500 DT,Citroën c3,5 CV,Essence,Manuelle,27 Oct. 2016,Ain Zaghouan,particulier,115000 Km,2012,Très bon
3822,Prix : 12 000 DT,Peugeot 206,4 CV,Essence,Manuelle,27 Oct. 2016,La Soukra,particulier,195000 Km,2002,Bon
3823,Prix : 28 500 DT,Peugeot 208,,Essence,Manuelle,27 Oct. 2016,Le Bardo,particulier,32 Km,2014,Très bon
3824,Prix : 22 400 DT,Citroën C-élysée,,Essence,Manuelle,27 Oct. 2016,La Marsa,particulier,92000 Km,2013,Très bon
3825,Prix : 16 500 DT,Fiat Punto,,Essence,Manuelle,27 Oct. 2016,Ben Arous,particulier,82000 Km,2010,Très bon
3826,Prix : 15 900 DT,Fiat grande punto,5 CV,Essence,Manuelle,27 Oct. 2016,Sousse Ville,particulier,145000 Km,2007,Très bon
3827,Prix : 15 800 DT,Polo 6,4 CV,Essence,Manuelle,26 Oct. 2016,Nabeul,particulier,105000 Km,2008,Très bon
3828,Prix : 26 000 DT,Chevrolet Cruze,,Essence,Manuelle,26 Oct. 2016,Tunis,particulier,87000 Km,2012,Très bon
3829,Prix : 14 800 DT,Clio 3,,Diesel,Manuelle,26 Oct. 2016,Le Bardo,particulier,155000 Km,2010,Très bon
3830,Prix : 42 500 DT,KIA cerato,7 CV,Essence,Manuelle,26 Oct. 2016,Tunis,particulier,87000 Km,2014,Très bon
3831,Prix : 11 700 DT,Polo 5,5 CV,Essence,Manuelle,26 Oct. 2016,Sakiet Ezzit,particulier,135000 Km,2003,Bon
3832,Prix : 16 000 DT,Clio classique,5 CV,Essence,Manuelle,26 Oct. 2016,Ariana Ville,particulier,115000 Km,2008,Très bon
3833,Prix : 16 900 DT,Peugeot Partner,,Essence,Manuelle,26 Oct. 2016,Sfax Sud,particulier,145000 Km,2006,Très bon
3834,Prix : 26 000 DT,Vente fiat 500 très propre tts options,4 CV,Essence,Manuelle,26 Oct. 2016,La Marsa,particulier,83000 Km,12-2011,D'origine
3835,Prix : 14 700 DT,Clio classic,5 CV,Essence,Manuelle,26 Oct. 2016,Nabeul,particulier,165000 Km,2008,Très bon
3836,Prix : 39 500 DT,C180 Kompressor,,Essence,Automatique,26 Oct. 2016,Ezzahra,particulier,165000 Km,2009,Très bon
3837,Prix : 7 600 DT,Opel corsa,4 CV,Essence,Manuelle,26 Oct. 2016,Zaghouan,particulier,185000 Km,1995,Bon
3838,Prix : 40 000 DT,Seat Leon,,Essence,Manuelle,26 Oct. 2016,La Goulette,particulier,67000 Km,2014,Très bon
3839,Prix : 41 000 DT,Belle Passat B7,5 CV,Diesel,Manuelle,26 Oct. 2016,Bizerte Nord,particulier,153000 Km,08-2011,Excellent
3840,Prix : 37 500 DT,BMW 316i E90,7 CV,Essence,Manuelle,26 Oct. 2016,Ezzahra,particulier,156 Km,2009,Très bon
3841,Prix : 12 500 DT,Renault Clio,,Essence,Manuelle,25 Oct. 2016,Menzel Bouzelfa,particulier,195000 Km,2001,Très bon
3842,Prix : 37 000 DT,Peugeot 508,9 CV,Essence,Manuelle,25 Oct. 2016,Ezzahra,particulier,104 Km,2012,Très bon
3843,Prix : 21 500 DT,Fiat Grande Punto,4 CV,Essence,Manuelle,25 Oct. 2016,Zaghouan,particulier,67 Km,2013,Très bon
3844,Prix : 12 800 DT,Citroën Berlingo,,Diesel,Manuelle,25 Oct. 2016,Ariana Ville,particulier,230000 Km,2010,Très bon
3845,Prix : 8 150 DT,Opel corsa,,Essence,Manuelle,25 Oct. 2016,Le Bardo,particulier,42000 Km,2000,Bon
3846,Prix : 28 000 DT,Volkswagen Passat,6 CV,Diesel,Manuelle,25 Oct. 2016,Tunis,particulier,185000 Km,2008,Très bon
3847,Prix : 17 000 DT,Peugot 206,,Essence,Manuelle,25 Oct. 2016,Msaken,particulier,125000 Km,2010,Bon
3848,Prix : 17 000 DT,Clio Classic,5 CV,Essence,Manuelle,25 Oct. 2016,Le Bardo,particulier,105000 Km,2008,Très bon
3849,Prix : 13 500 DT,Peugeot Partner,7 CV,Diesel,Manuelle,25 Oct. 2016,Nabeul,particulier,270 Km,2009,Bon
3850,Prix : 12 500 DT,Fiat Punto,,Essence,Manuelle,25 Oct. 2016,Ksar Helal,particulier,125000 Km,1995,Bon
3851,Prix : 11 000 DT,Renault megane,,Diesel,Manuelle,25 Oct. 2016,Menzel Temime,particulier,270000 Km,2004,Bon
3852,Prix : 45 000 DT,Audi a4,,Diesel,Manuelle,25 Oct. 2016,Dar Chaabane Elfehri,particulier,185000 Km,2014,Très bon
3853,Prix : 7 000 DT,Ford fleur,5 CV,Essence,Manuelle,25 Oct. 2016,Fouchana,particulier,195000 Km,2000,Bon
3854,Prix : 14 000 DT,Opel astra,,Diesel,Manuelle,25 Oct. 2016,Hammamet,particulier,230000 Km,2001,Bon
3855,Prix : 21 000 DT,Ford fiesta,5 CV,Essence,Manuelle,25 Oct. 2016,Fouchana,particulier,77000 Km,2012,Très bon
3856,Prix : 23 000 DT,VEND SUZUKI GRAND VITARA 2.0 TD EN BON ETAT,7 CV,Diesel,Manuelle,25 Oct. 2016,Sousse Jaouhara,particulier,145000 Km,02-2004,Bon
3857,Prix : 11 700 DT,Renault Clio classic,5 CV,Essence,Manuelle,25 Oct. 2016,Bizerte Nord,particulier,106 Km,2004,Très bon
